X,Y,Place_Count,Place_Within_Tolerance,Place_Recognized_as_PRM-1,Place_Pos_X,Place_Pos_Y,Place_Euclidean_Distance,Place_Latency_Avg,Remove_Count,Remove_Within_Tolerance,Remove_Recognized_as_PRM-1,Remove_Pos_X,Remove_Pos_Y,Remove_Euclidean_Distance,Remove_Latency_Avg
2.5,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2.5,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
62.5,50,5.0,5.0,5.0,65.93690553303122,45.7904993857136,5.4125344263523925,0.0006380000151693821,5.0,5.0,4.0,65.81620137462016,46.246919302788754,4.962441857093854,0.0006910787429660559
67.5,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
67.5,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
67.5,10,6.0,5.0,5.0,51.15047170387123,16.74538021641178,18.09835239882624,0.0006328708647439877,6.0,5.0,5.0,70.03754572252663,4.605968905246827,6.109409116587948,0.0006121446300918857
67.5,15,5.0,5.0,5.0,68.98806622698132,15.06452249461395,0.9493191139574142,0.0006400726269930601,5.0,5.0,5.0,68.924253838535,15.09041361851331,0.8804760745992505,0.0006176074035465718
67.5,20,5.0,5.0,5.0,68.22444484276078,20.241250739105435,0.2017122869939397,0.0006391154136508703,5.0,5.0,5.0,68.23525016860016,20.23324764516786,0.21470667420561584,0.0006515170447528362
67.5,25,5.0,5.0,5.0,67.90944662311075,25.706976967017294,0.3613107356874838,0.0007637733593583107,5.0,5.0,5.0,68.05791497997029,25.723954911443606,0.32667710902255753,0.0006268671713769436
67.5,30,5.0,5.0,5.0,68.40741515638807,30.76334911286666,0.4759481654530188,0.0006290547549724579,5.0,5.0,5.0,68.44409627694009,30.70467427018656,0.4595961909304141,0.0006116061937063933
67.5,35,5.0,5.0,5.0,68.96214572378851,35.63622670998855,0.8939229874876455,0.0006341168191283941,5.0,5.0,5.0,69.10567255967717,35.64686055588063,1.0355276101279698,0.0006604451686143875
67.5,40,5.0,5.0,5.0,69.00580827075184,40.22359376208022,0.9228259771698359,0.0006548500619828701,5.0,5.0,5.0,68.97671425990599,40.380432216660914,0.8769326038341386,0.0006866965908557176
67.5,45,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
67.5,50,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,10,5.0,5.0,2.0,74.14299916899151,8.965446431581217,1.7736378455536108,0.0006082952953875065,6.0,5.0,0.0,66.85465693757781,8.182363402332685,6.627384253735278,0.0006386754491056005
72.5,15,6.0,5.0,5.0,61.11251884177068,22.309213120742573,13.836073520574548,0.0006195619547118744,5.0,5.0,5.0,72.92636646061334,14.667295866357113,0.7529966490345833,0.0006291607860475779
72.5,20,5.0,5.0,5.0,72.61596424756905,19.624630546861738,0.9140505448230489,0.0006638425868004561,5.0,5.0,5.0,72.41364283975649,19.69822233815537,0.9816201088413161,0.0006059095729142427
72.5,25,5.0,5.0,5.0,72.00732165095886,25.25271328841148,1.1025603611022043,0.0006342691835016012,5.0,5.0,5.0,71.99495614486558,25.251669485061818,1.1149546463565896,0.0006108470726758242
72.5,30,5.0,5.0,5.0,72.20153641521492,30.657387996300344,0.9346044049887403,0.0006342122331261634,5.0,5.0,5.0,72.37123128578705,30.661561784761936,0.7742857392871462,0.0006047547794878483
72.5,35,5.0,5.0,5.0,72.45444738639395,35.60848606157877,0.6783838255782794,0.0006247850134968758,5.0,5.0,5.0,72.42007607238766,35.49001926974181,0.6858571398364485,0.0006002416368573904
72.5,40,5.0,5.0,2.0,73.71378639516115,41.80135962223427,1.5298831751847966,0.0006217990070581436,5.0,5.0,2.0,73.79765806351988,41.76559870684198,1.5334883767811207,0.0006322622299194336
72.5,45,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,50,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
