X,Y,Place_Count,Place_Within_Tolerance,Place_Recognized_as_PRLM-1,Place_Pos_X,Place_Pos_Y,Place_Euclidean_Distance,Remove_Count,Remove_Within_Tolerance,Remove_Recognized_as_PRLM-1,Remove_Pos_X,Remove_Pos_Y,Remove_Euclidean_Distance
12.5,30,5.0,3.0,4.0,16.175313714337413,28.14988960716476,3.81058410503389,5.0,4.0,5.0,16.975980712820537,31.070581781445533,3.9335615428976656
12.5,35,5.0,3.0,5.0,22.465428251589238,34.94325978210043,9.376558961704063,5.0,3.0,4.0,22.39498611318321,34.63876483609554,9.326105608400185
12.5,40,5.0,4.0,3.0,19.49642118110952,42.50418662777831,6.733632399431049,5.0,4.0,4.0,20.159670443194205,39.11936666728627,7.17488456348723
12.5,45,5.0,3.0,2.0,15.25710205527722,40.332580994461644,5.5074335814944275,5.0,1.0,4.0,15.756232966022822,35.05022607154478,10.685195081977577
12.5,50,5.0,3.0,3.0,19.495745522451358,43.78650173934094,9.200213042734227,5.0,3.0,2.0,16.122591932931847,45.750925545865314,5.545264220315602
17.5,0,5.0,5.0,4.0,24.665440489148892,7.81038475868697,9.900444994460388,5.0,4.0,4.0,23.018011465327877,7.052770040698914,8.273221016479463
17.5,5,5.0,4.0,4.0,25.71690300739842,9.891778573000432,8.842696770385203,5.0,5.0,4.0,21.73052361818178,5.942569185241945,3.6708422824945544
17.5,10,5.0,4.0,5.0,20.78414557209183,16.548131296962868,6.708513687611771,5.0,5.0,5.0,21.09960720108312,15.851709805306674,6.22244189704224
17.5,15,5.0,5.0,5.0,23.696576015143663,18.09184785310876,6.210290488984194,5.0,5.0,5.0,22.64928142991631,17.5864965398661,5.047447735977839
17.5,20,5.0,5.0,5.0,26.816871777603904,23.023507770801544,9.10311191904414,5.0,4.0,4.0,26.756904718592217,21.69318947369085,8.752961688574272
17.5,25,5.0,4.0,5.0,27.67493373333401,25.431167327781452,9.574984459520476,5.0,4.0,4.0,26.86552520593937,24.77706911086363,8.787631935202944
17.5,30,5.0,3.0,5.0,27.626282679675302,28.985899937613613,9.630666678871345,7.0,5.0,7.0,29.906694315503312,28.54009468411198,11.952291765339679
17.5,35,5.0,4.0,4.0,27.117359787415985,32.95146359424636,9.343880781881143,6.0,4.0,5.0,27.673533228357268,30.74997543939473,10.643085402677784
17.5,40,5.0,5.0,3.0,23.587364438804922,39.012187431455295,5.6601406528169855,5.0,5.0,5.0,23.426953049652603,39.60353896560851,5.386165516627494
17.5,45,5.0,5.0,4.0,24.12518011223693,39.02628654467243,8.770804900094351,5.0,5.0,5.0,22.516982032931594,39.81634810077374,7.119473211619912
17.5,50,5.0,3.0,5.0,24.73652813239164,42.04390485563107,10.670887109972238,5.0,4.0,4.0,23.76381127212002,43.52550447442462,8.907157058082543
22.5,0,6.0,4.0,6.0,28.696454921342493,16.231926805054854,16.79196873648927,5.0,4.0,4.0,27.965667586579286,6.906797186198671,8.12484650226767
22.5,5,5.0,4.0,5.0,23.490907976993217,14.530927451060531,9.139291283409655,5.0,5.0,5.0,24.66851677821062,7.611878282578369,2.711577109445728
22.5,10,5.0,4.0,5.0,26.31913060732243,15.604423130707207,6.119544263296104,5.0,4.0,5.0,27.0377176410879,16.3893526049793,7.167842412309801
22.5,15,5.0,5.0,5.0,27.973472766512316,19.96147684392995,6.675163503888601,5.0,4.0,5.0,25.11812726698838,20.247482719475897,5.250802451185859
22.5,20,5.0,5.0,5.0,24.671196278609425,20.62195608502814,1.5867962218246934,5.0,5.0,5.0,24.936590786156227,20.82213944108556,1.8844806774053093
22.5,25,5.0,5.0,5.0,26.98308575930949,26.211608049601516,3.9669966776303354,5.0,5.0,5.0,26.639758383497387,25.832544215562383,3.566088040410178
22.5,30,5.0,5.0,5.0,30.1372823726311,27.751603051912575,7.5191322362878505,6.0,5.0,6.0,30.92160030120652,26.41805447875771,8.776862845343741
22.5,35,5.0,4.0,5.0,30.17418300715969,30.17283674801817,8.795868398382058,5.0,4.0,5.0,29.053979508440044,30.690188345679406,7.5915873047800755
22.5,40,5.0,5.0,5.0,29.33184034717732,35.3180066200035,8.041299075835655,5.0,4.0,5.0,28.306930006438783,36.65793812627664,6.412109415685804
22.5,45,5.0,5.0,5.0,27.690588508229883,40.588759478206384,6.649927684602377,5.0,5.0,5.0,27.90010194848899,40.22290374897075,7.059979058631044
22.5,50,5.0,2.0,5.0,29.058311994804352,40.64337342883534,11.432114584650805,5.0,3.0,5.0,28.44681644036162,42.07909509376985,9.890697877573968
27.5,0,5.0,1.0,5.0,31.58254809917404,11.230213584716953,11.376364426021537,5.0,4.0,5.0,30.60460605024266,9.666727078452258,9.599233418009609
27.5,5,5.0,4.0,5.0,34.812109417294536,12.86389179582458,10.038032355472433,5.0,5.0,5.0,31.566712738700453,8.704354965615405,4.789244089776085
27.5,10,5.0,5.0,5.0,29.925074754845618,13.955205967943266,3.996296702607828,5.0,5.0,5.0,30.34454359834291,14.126399929946809,4.35017613468348
27.5,15,5.0,4.0,5.0,29.116819954019217,15.803921785532571,1.0941095135860304,5.0,5.0,5.0,29.1786184909913,17.238643545667337,2.131672567992679
27.5,20,5.0,5.0,5.0,30.381819358723863,22.789033382842547,3.3036616185958096,6.0,6.0,6.0,30.691003667886097,23.074818047559045,3.723969870252281
27.5,25,5.0,4.0,5.0,24.40888146321523,20.024620869511317,6.520663835000958,5.0,5.0,5.0,28.689877576395368,24.962014932333087,0.7347016228600972
27.5,30,5.0,5.0,5.0,31.952869714846713,30.021292668928474,3.8714369789769663,5.0,5.0,4.0,30.778435932750483,30.69959126228891,2.695138951944557
27.5,35,5.0,5.0,5.0,32.02159946037434,32.25044918670085,5.029772624399799,5.0,5.0,5.0,32.68807338888589,31.32395211098314,6.1371478567296744
27.5,40,5.0,5.0,5.0,28.917551124231,41.8815570625418,1.6921587308225157,5.0,4.0,4.0,27.727779127293367,44.228228078631986,3.8462811389841027
27.5,45,5.0,5.0,5.0,32.351345832707004,38.663720199671715,7.9656391418131705,6.0,4.0,6.0,33.22471042453609,36.04282792451936,10.66861407051092
27.5,50,5.0,2.0,5.0,32.036499366713876,40.63803681194071,10.525775626962767,5.0,4.0,5.0,31.672799714690257,42.47403333249603,8.694012043681258
32.5,0,5.0,0.0,5.0,34.532998909000064,13.885869241717424,13.561790260798738,5.0,4.0,5.0,32.4416958954109,8.832844342295854,8.458500339629362
32.5,5,5.0,2.0,5.0,35.21340568713383,16.154518958858677,10.960208101804469,5.0,5.0,5.0,34.04183632153111,11.911394100159274,6.579157148460907
32.5,10,5.0,5.0,5.0,35.19249284010505,16.5967901019557,6.540545378910464,5.0,5.0,5.0,34.4819813203905,17.31655690378317,7.053270998138303
32.5,15,5.0,5.0,5.0,33.452171494281686,17.81991576033621,2.4454073379517323,5.0,5.0,5.0,32.40751531173959,14.755755900422011,0.9458253027468535
32.5,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
32.5,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
32.5,30,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
32.5,35,5.0,5.0,5.0,35.59684814791014,31.86440439457791,4.328358460063383,5.0,5.0,5.0,35.404485767623356,33.34517501947674,3.087549247179874
32.5,40,5.0,5.0,5.0,34.2992837577565,37.45882551819563,3.1762853876872796,5.0,4.0,5.0,34.04504111685485,35.05265991870258,5.430207054762842
32.5,45,5.0,4.0,5.0,33.931893866710766,40.075476930195336,5.3891180471718245,6.0,5.0,6.0,36.30307037408307,36.32383754825653,9.624779720687986
32.5,50,5.0,2.0,5.0,36.00743079537348,38.333390184012515,12.411938860676504,5.0,3.0,5.0,36.782709607040125,44.03777526747139,7.351207628477402
37.5,0,5.0,0.0,5.0,37.84154027847916,13.585359964535375,13.187892887873367,5.0,2.0,5.0,40.51636214696174,4.128664044970026,4.443167967286604
37.5,5,5.0,3.0,5.0,38.84814320160296,14.006217998554499,8.638675042432615,5.0,3.0,5.0,39.014671771638035,12.954147252088958,7.60932093922149
37.5,10,5.0,5.0,5.0,38.768968792298125,18.13378579646809,7.7626646192348385,5.0,3.0,5.0,39.464599458570895,16.408824362041685,6.16182618192023
37.5,15,5.0,5.0,5.0,38.06782795574731,18.206800220890585,2.8069845956867723,5.0,5.0,4.0,38.0161732961775,16.965363836194474,1.5676067287235096
37.5,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
37.5,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
37.5,30,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
37.5,35,5.0,5.0,5.0,41.67250788713243,36.143941944562634,3.6491454096134706,5.0,5.0,5.0,40.353846679425345,32.932884979861925,3.341628551611854
37.5,40,5.0,5.0,5.0,40.004411799662215,34.75402149869538,5.958511352669106,5.0,4.0,5.0,39.71989125017863,35.31814590987612,5.3337874588058005
37.5,45,5.0,2.0,5.0,39.671279447707136,34.59890428983963,10.914787567462389,5.0,5.0,5.0,40.87149944641294,38.90580132149548,7.060865786669298
37.5,50,5.0,0.0,5.0,37.47144419930695,37.05113582694277,13.363654332004991,5.0,2.0,5.0,37.676529359128445,39.06537633045484,11.342531512581022
42.5,0,5.0,4.0,5.0,43.24055579130226,6.844369647308966,6.445902270561173,6.0,5.0,6.0,36.52477523592369,11.984023880035283,13.320029652795448
42.5,5,5.0,3.0,5.0,41.00018428934228,13.4480917253585,8.317512034166764,5.0,3.0,5.0,41.00673812144696,12.889165393222324,7.776203673981431
42.5,10,5.0,4.0,5.0,39.219527238571004,11.87805739277061,4.152435732015156,5.0,4.0,5.0,43.50248445498957,11.24008964063031,0.9315279602903042
42.5,15,5.0,5.0,5.0,42.2731684833736,16.382982914275082,1.2844865770584932,5.0,5.0,5.0,42.88469922963513,15.523799019779455,0.24835583145571624
42.5,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
42.5,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
42.5,30,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
42.5,35,5.0,5.0,5.0,45.18067147546147,33.45591567349594,2.847570483299363,5.0,4.0,5.0,46.15099322201537,35.65269805379988,3.0614401753387224
42.5,40,5.0,4.0,4.0,45.54431113788412,39.04894411645758,2.792849609133825,5.0,5.0,5.0,43.9799481442018,36.991553243106665,3.520201419103866
42.5,45,5.0,2.0,5.0,41.89771330909694,35.41241344913224,10.059690770505682,5.0,2.0,5.0,41.95975856478929,36.612124574299294,8.861540781839564
42.5,50,6.0,2.0,6.0,43.40316019699903,40.83030113926447,9.574499589545521,5.0,3.0,5.0,41.65620628806007,39.95793058161401,10.541411386575767
47.5,0,5.0,3.0,5.0,46.00519450581761,9.150022698043937,8.997283327468399,5.0,4.0,5.0,46.18093421314582,6.284194148506776,6.189228891517557
47.5,5,5.0,3.0,5.0,46.02150730165262,13.786590456897187,8.64031431076453,5.0,3.0,5.0,46.13485514588013,12.425103917996273,7.294784394094207
47.5,10,5.0,4.0,5.0,44.466685529945146,18.39030112615877,8.77757860261041,5.0,5.0,5.0,45.49942756759608,17.927638611058523,7.964189854271327
47.5,15,5.0,5.0,5.0,45.06736785308766,17.981040963908278,3.9822895670529443,5.0,5.0,5.0,47.671225256659774,15.912245543917738,0.6680144293277329
47.5,20,5.0,5.0,5.0,49.683389900701904,21.486218393178422,1.9201546748436435,6.0,4.0,6.0,49.406664730074475,25.773306104034507,5.529899746331312
47.5,25,5.0,4.0,5.0,48.725089384113815,28.746435103764423,3.4043155908109637,5.0,5.0,4.0,51.93907276245723,26.220895395066492,3.9258564575239303
47.5,30,5.0,4.0,5.0,47.96945642572477,28.901790981851587,1.503885596328983,5.0,4.0,5.0,50.03186020954706,28.835234236286112,2.48607637946269
47.5,35,5.0,4.0,5.0,46.45044730670456,28.734913164411694,6.866178457766064,5.0,4.0,5.0,49.99530394982761,28.290731870859172,7.357572316617053
47.5,40,5.0,5.0,5.0,47.23273389876023,37.18085047516935,3.333927736705914,5.0,5.0,5.0,46.14751476205646,36.20393443522597,4.62808435837873
47.5,45,5.0,2.0,5.0,46.87283909090881,35.521050287809516,9.954876760301453,5.0,5.0,5.0,47.64730837685553,39.21097329678755,6.205560509635042
47.5,50,5.0,3.0,5.0,47.59211244026524,40.98520390451806,9.428485312754924,5.0,3.0,5.0,49.2889663220532,42.8644541871674,7.628767371749887
52.5,0,5.0,3.0,4.0,48.31751954079781,5.472199541471836,6.97132179225417,5.0,5.0,5.0,52.153427775475585,7.227919057277576,6.893219685239649
52.5,5,5.0,4.0,4.0,58.891837726488845,14.446582870994623,10.741789696868617,5.0,4.0,5.0,50.01077634136346,10.91241286947251,6.319018789068908
52.5,10,5.0,4.0,5.0,50.033816934985325,18.61942998175633,8.772713822596613,5.0,3.0,4.0,55.300230876005706,11.589744960774173,2.501301457125144
52.5,15,5.0,5.0,5.0,48.12804547672742,18.496883037611344,5.857560612587421,5.0,5.0,5.0,49.36532911984756,18.28380863172423,4.718486919285228
52.5,20,5.0,5.0,5.0,49.57635334323595,21.485747714164027,3.6871308439675534,5.0,5.0,5.0,51.80925607235504,20.667470563505592,1.3181655393365204
52.5,25,5.0,5.0,5.0,49.12796756430446,26.17576691690063,4.047079932442025,6.0,4.0,5.0,52.41618715959182,32.522108796205565,7.154860844607378
52.5,30,5.0,4.0,4.0,51.15175582987651,24.424725368029797,6.2848677212720085,5.0,3.0,5.0,53.79072272222096,21.86284381461435,8.56505304202261
52.5,35,5.0,4.0,5.0,50.83019183466371,27.67231934645065,8.054134180075982,5.0,3.0,4.0,56.699157474844604,33.86254968550102,3.9137818025897633
52.5,40,5.0,4.0,5.0,48.03500762687752,32.603432845038895,9.297344090739417,5.0,5.0,5.0,49.71447324510579,35.49049973943888,5.9636385048520655
52.5,45,5.0,5.0,5.0,52.75172285852678,39.53710654965067,5.873228803428466,5.0,4.0,5.0,56.02181162315916,39.86564346944236,6.25828134303292
52.5,50,5.0,3.0,5.0,50.34799105658426,43.780880512682856,7.168423537432883,5.0,4.0,5.0,53.71874784208527,44.089573844241734,6.340688224425106
57.5,0,5.0,3.0,4.0,53.187155540468936,5.577470150430792,7.1373831228361935,5.0,3.0,4.0,49.929591655377884,0.3793966852654866,8.170434322265175
57.5,5,5.0,4.0,5.0,52.12234301057057,6.729138687145815,6.123642113394794,6.0,5.0,6.0,49.117707966314356,11.5471230154879,10.884332388619601
57.5,10,5.0,5.0,5.0,52.06729686822589,10.008354815657377,6.045402635601367,7.0,4.0,7.0,50.69858196163509,14.633889041364009,8.52682856595673
57.5,15,5.0,5.0,5.0,52.66004735120897,16.378733341517204,5.527296244538188,5.0,5.0,5.0,57.09519654853017,15.338269785155472,1.0066978670437525
57.5,20,5.0,4.0,5.0,59.315945911385754,24.799019094259403,4.5639778100988355,5.0,3.0,4.0,65.11149502325262,26.409133719987,9.234216291910267
57.5,25,5.0,4.0,5.0,52.787167101671194,22.53464324581683,6.036262314902159,5.0,3.0,4.0,56.87231881852538,30.35089570964819,5.100840069161136
57.5,30,5.0,4.0,5.0,57.030755943823046,31.10127726193344,1.278699593248787,5.0,3.0,5.0,56.44033598418533,29.06650134622173,2.12901463241062
57.5,35,5.0,5.0,5.0,54.10488448633428,32.08993111264853,5.188208169160595,5.0,5.0,5.0,56.09983299872438,33.344730949662775,2.8678910199423515
57.5,40,5.0,5.0,5.0,54.614447630451366,39.22269207377916,3.679011996991655,5.0,5.0,5.0,55.72731523335331,37.59838612190894,3.671331274046201
57.5,45,5.0,2.0,5.0,61.1611530969234,39.45832836717424,6.683870142000818,5.0,4.0,4.0,58.420296895445006,39.24373218203699,6.164594353866172
57.5,50,5.0,3.0,5.0,59.01602765764612,41.717820608175394,8.73036915951419,5.0,3.0,5.0,54.05588178777646,39.87729828830413,11.273071605723317
62.5,0,5.0,5.0,3.0,55.78788696813636,3.42497693640725,7.913120904961951,5.0,2.0,2.0,61.4754035789912,10.444657436536101,10.175188280740294
62.5,5,5.0,5.0,5.0,58.426180743767205,10.41088565173538,6.852266884374835,5.0,4.0,4.0,56.31112885558364,7.8865933131315105,7.229932068864787
62.5,10,5.0,4.0,4.0,54.72498519835089,10.707818420074958,8.38066972905979,5.0,3.0,4.0,63.681289760094955,12.45990114764397,2.140348224765352
62.5,15,5.0,3.0,5.0,54.59639958251198,13.850566219152125,8.643608338045809,5.0,4.0,4.0,63.16670241663805,20.00579939791835,4.606282373699031
62.5,20,5.0,5.0,5.0,60.788053072140805,23.992011239082252,4.271726037438591,5.0,4.0,5.0,57.02992168809251,22.654716647829666,6.475306778422933
62.5,25,6.0,4.0,6.0,49.2917916344021,30.859023319025297,14.848149846544175,5.0,4.0,5.0,56.885792385407875,27.86756257246163,6.686197822848815
62.5,30,5.0,2.0,4.0,59.28462528782298,27.50295851073569,4.790608894998487,5.0,5.0,5.0,60.82466348885092,27.38813504668795,3.7747167755948854
62.5,35,5.0,4.0,4.0,57.205612078531416,36.063802352404124,5.931647539411964,5.0,4.0,5.0,57.60720812662974,34.28632059136554,5.604555681709189
62.5,40,5.0,4.0,4.0,63.95453999061042,33.54669523333584,6.906375664582267,5.0,3.0,3.0,60.985053158841936,40.72204324775302,2.1393251259095227
62.5,45,5.0,2.0,2.0,66.43110594273509,34.09016427191152,11.79019300088305,5.0,4.0,4.0,59.69454996339361,40.747707764682715,5.765493300196952
62.5,50,5.0,3.0,2.0,56.5963380783834,45.0583249257999,8.416122087340248,5.0,2.0,3.0,56.54287854419442,45.80733276502587,8.00552522433043
67.5,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
67.5,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
67.5,10,5.0,2.0,3.0,57.67654854611884,7.2170068619669205,10.898613926925885,5.0,0.0,1.0,53.345621502164626,10.844092581015877,14.761060364279391
67.5,15,5.0,1.0,4.0,62.83755825937446,18.865849792058064,6.301222726946478,5.0,1.0,3.0,54.19155593482553,15.381805223537247,13.908455966209093
67.5,20,5.0,3.0,5.0,58.44492649096851,19.865286127462245,9.669868840386917,5.0,4.0,5.0,60.88480034690447,19.312751717535413,7.296657787079778
67.5,25,5.0,4.0,5.0,59.38243797966288,27.13896318926989,8.889312715393682,5.0,2.0,5.0,61.81144990806926,33.122510963772434,9.959068121280604
67.5,30,5.0,3.0,4.0,66.4333455190191,25.67503954994976,5.010288256529026,5.0,3.0,4.0,62.6852870518054,29.229578105358826,5.539765673997556
67.5,35,5.0,3.0,5.0,64.39435000526963,29.965631103925983,6.577553282343053,5.0,1.0,3.0,55.09690851239445,38.10119051249938,13.280693446498057
67.5,40,6.0,1.0,2.0,54.00007732144539,45.53779816781417,15.00682476589945,5.0,0.0,1.0,58.992149638648684,35.549124992611226,10.319104929308367
67.5,45,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
67.5,50,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,10,5.0,0.0,0.0,52.12228860641862,7.98783376002108,21.115939981011685,8.0,0.0,3.0,47.300790013027424,8.774217037777197,25.85038502986289
72.5,15,4.0,0.0,1.0,58.428979564249204,16.416904453893117,14.706220972587246,5.0,0.0,2.0,53.253844563284986,12.341390615756033,20.080462568965835
72.5,20,5.0,0.0,5.0,57.698547185793565,17.94627520140954,15.595688961230437,5.0,1.0,5.0,59.50628215141868,20.136929944002816,13.596263119004448
72.5,25,5.0,0.0,5.0,61.37602073676137,22.06143008727213,12.190067219954987,5.0,1.0,5.0,57.82930100785525,23.973615403567916,15.337171210025309
72.5,30,5.0,1.0,5.0,60.012777920939676,29.64513353115617,13.108974221213062,5.0,3.0,4.0,61.354297330325814,30.6552033786378,11.748474793302291
72.5,35,5.0,1.0,3.0,57.75724936320641,33.70182068639487,15.436444217629468,5.0,0.0,5.0,59.25276545915889,35.04325160994768,13.851829259807817
72.5,40,5.0,0.0,0.0,51.965811694369634,41.95259847289738,21.191141483079345,4.0,0.0,0.0,54.33453657907917,43.75329463716054,19.06271760073907
72.5,45,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,50,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
